"tranportador_atrasou","PALLETS","troca_ordem","troc_h_carga","troc_h_descarga","troc_recurso","recurso_extra","isca","retorno","possui_prioridade","numero_acessos","numero_de_macros","numero_manutencao","ultimo_odometro_dia","GR_JORNADA","CIDADE_OPERACO","OPERACAO","ERAS_DESCRICAO","IDADE_CAVALO","IDADE_CARRETA","MARCA_CAVALO","MARCA_CARRETA","numero_paradas_proibidas","VIAG_VALOR_CARGA","VIAG_PESO_TOTAL","VIAG_DISTANCIA","delta_inicio_cadastro","delta_fim_inicio","numero_paradas.rast","numero_paradas.gris"
"1",27,"0","0","0","0","0","0","0","1",4,33,3,503574,"1","MAR","CROSS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,92989.04,33607.84,205.96,0.210555555555556,5.80611111111111,8,4
"1",28,"0","0","0","0","0","0","0","1",3,34,0,131481,"1","MAR","CROSS","NV FROTA",1,13,"DAF","RANDON",0,74741.81,33475.02,205.96,0.035,33.5252777777778,9,4
"1",26,"0","0","0","0","0","0","0","1",3,30,0,165015,"1","MAR","CROSS","NV FROTA",1,8,"DAF","FACCHINI",0,41701.92,29208.4,205.96,0.71,4.74555555555556,6,4
"1",28,"0","0","0","0","0","0","0","1",1,18,1,49230,"1","CVL","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,45384.24,31308.3,800.19,7.14111111111111,42.9022222222222,4,37
"0",28,"0","0","1","0","0","0","0","1",2,29,1,160091,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,66452.94,28194.6,205.96,0.114444444444444,4.01444444444444,7,4
"0",26,"0","0","0","0","0","0","0","1",2,25,0,173167,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,28142.72,28012,205.96,0.361111111111111,19.2327777777778,4,4
"1",28,"0","0","1","0","0","0","0","1",2,19,0,137336,"1","MAR","SPOT","NV FROTA",1,9,"SCANIA","LIBRELATO",0,29311,11411,194.32,2.59388888888889,9.22861111111111,3,6
"0",28,"0","0","0","0","0","0","0","1",4,29,0,169604,"1","MAR","SPOT","NV FROTA",1,5,"DAF","FACCHINI",0,95032.11,18511.2,175.06,0.0511111111111111,7.07944444444444,4,4
"1",28,"0","0","1","0","0","0","0","1",4,29,0,169604,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,69573,11795,175.06,0.715833333333333,5.81111111111111,4,4
"0",28,"0","0","0","0","0","0","0","1",1,11,0,113507,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,12360,20600,206.25,0.368888888888889,11.1197222222222,2,4
"1",28,"0","0","0","0","0","0","0","0",1,19,0,470306,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","FACCHINI",0,148288.38,33688.26,1306.72,1.67805555555556,89.6472222222222,4,40
"1",28,"0","0","0","0","0","0","0","1",1,21,0,174415,"1","BTM","OP MINAS","NV FROTA",2,12,"DAF","RANDON",0,48030.22,34465.6,58.24,0.175833333333333,26.6972222222222,3,1
"1",28,"0","0","0","0","0","0","0","1",1,24,3,156152,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,84377.03,27094.88,46.65,0.0755555555555556,11.3005555555556,4,1
"1",28,"0","0","0","0","0","0","0","1",2,21,2,358684,"1","MGA","CROSS","NV FROTA",4,5,"DAF","FACCHINI",0,57601.62,27533.8,46.65,0.0563888888888889,11.2280555555556,2,1
"1",28,"0","0","0","0","0","0","0","1",1,14,0,144824,"1","BTM","OP MINAS","NV FROTA",2,7,"DAF","FACCHINI",0,45216.33,32022.53,74.03,0.292222222222222,3.76083333333333,1,3
"0",28,"0","0","0","0","0","0","0","1",1,21,0,135093,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,62430.65,28206.68,74.03,0.0847222222222222,23.0463888888889,2,3
"1",28,"0","0","0","0","0","0","0","1",1,22,0,144960,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,48030.22,34465.6,74.03,0.0263888888888889,4.43527777777778,3,3
"1",28,"0","0","0","0","0","0","0","1",1,25,2,132101,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,48030.22,34465.6,58.24,0.760833333333333,5.3625,4,1
"0",28,"0","0","0","0","0","0","0","1",1,16,1,180649,"1","MGA","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,59225.93,34465.6,46.65,1.65833333333333,18.6305555555556,3,1
"0",28,"0","0","0","0","0","0","0","1",1,19,2,133976,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,48030.22,34465.6,74.03,1.87194444444444,18.8013888888889,3,3
"0",28,"0","0","0","0","0","0","0","1",1,16,0,100754,"1","BTM","OP MINAS","NV FROTA",1,5,"DAF","FACCHINI",0,81204.39,28424.08,74.03,1.45361111111111,24.3544444444444,2,3
"0",28,"0","0","0","0","0","0","0","1",1,24,3,156152,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,48030.22,34465.6,58.24,1.07277777777778,16.4783333333333,4,1
"1",28,"0","0","0","0","0","0","0","1",2,21,2,358684,"1","MGA","CROSS","NV FROTA",4,5,"DAF","FACCHINI",0,60301.25,30965.08,74.03,0.225555555555556,18.4152777777778,2,3
"1",28,"0","0","0","0","0","0","0","1",1,16,0,100754,"1","BTM","OP MINAS","NV FROTA",1,5,"DAF","FACCHINI",0,27144,15238.72,86.8,0.45,2.06555555555556,2,4
"1",28,"0","0","0","0","0","0","0","1",1,25,2,132101,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,28561,5577,47.5,0.529166666666667,1.75388888888889,4,1
"1",28,"0","0","0","0","0","0","0","1",1,19,2,133976,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,27144,14435.2,47.5,2.30694444444444,0.168888888888889,3,1
"1",28,"0","0","0","0","0","0","0","1",1,16,1,180649,"1","MGA","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,8190,19500,86.8,0.176666666666667,1.54277777777778,3,4
"1",28,"0","0","0","0","0","0","0","1",1,14,0,144824,"1","BTM","OP MINAS","NV FROTA",2,7,"DAF","FACCHINI",0,27531,8961.4,82.84,0.260833333333333,23.3741666666667,1,3
"0",28,"0","0","0","0","0","0","0","1",1,22,0,144960,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,27144,12859.84,82.84,0.439166666666667,16.3830555555556,3,3
"1",28,"0","0","0","0","0","0","0","1",3,32,0,177551,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,65799.12,36067,267.9,1.19861111111111,21.6205555555556,8,2
"1",28,"0","0","0","0","0","0","0","1",1,16,2,461290,"1","CPG","SPOT","NV FROTA",5,7,"MERCEDES-BENZ","FACCHINI",0,71774.7,33451.14,267.9,0.025,23.8961111111111,0,2
"1",28,"0","0","0","0","0","0","0","1",2,27,0,109362172,"1","CPG","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,82887.02,34612.76,267.9,0.481111111111111,5.67055555555556,4,2
"0",28,"0","0","0","0","0","0","0","1",3,32,0,177551,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,111892.88,31011.9,267.9,1.02277777777778,4.59166666666667,8,2
"1",28,"0","0","0","0","0","0","0","0",3,35,0,177886,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,102748,18979.6,333.02,1.09611111111111,24.8252777777778,11,3
"0",28,"0","0","0","0","0","0","0","0",3,39,1,185805,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,101838.73,19169.74,333.02,0.361944444444444,24.585,13,3
"1",28,"0","0","0","0","0","0","0","0",1,14,1,159460,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,86708.28,33729.5,453.66,1.32166666666667,44.3686111111111,2,24
"0",28,"0","0","1","0","0","0","0","1",4,32,4,118100,"1","MAR","CROSS","NV FROTA",1,7,"DAF","FACCHINI",0,41737.24,30516.8,285.27,0.0844444444444444,11.4541666666667,5,8
"1",28,"0","0","0","0","0","0","0","1",4,32,1,147323,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,30206.4,31440,322.53,0.150277777777778,28.45,4,4
"0",28,"0","0","0","0","0","0","0","1",4,30,1,154314,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,30206.4,31440,322.53,0.0475,15.5233333333333,5,4
"0",28,"0","0","0","0","0","0","0","1",1,19,0,267537,"1","CVL","SPOT","NV FROTA",2,3,"SCANIA","FACCHINI",0,29278.2,34060,790.52,2.19638888888889,27.7469444444444,4,13
"1",28,"0","0","0","0","0","0","0","1",1,15,0,329371,"1","CVL","SPOT","NV FROTA",3,2,"SCANIA","JOINVILLE",0,38024,31540,538.15,1.3525,49.86,4,20
"1",26,"0","0","0","0","0","0","0","0",2,26,5,245898,"1","MAR","CROSS","NV FROTA",2,3,"SCANIA","FACCHINI",0,91391.67,31340.4,129.66,0.381388888888889,14.8091666666667,4,2
"1",26,"1","0","0","0","0","0","0","0",1,12,0,304419,"1","MAR","SPOT","NV FROTA",2,2,"VOLKSWAGEN","FACCHINI",0,246671.2,25060,509.31,2.19138888888889,29.9230555555556,2,3
"1",28,"0","0","0","0","1","0","0","0",1,13,2,218069,"1","CVL","SPOT","NV FROTA",2,4,"SCANIA","FACCHINI",0,136416,33600,1191.44,1.79777777777778,91.7588888888889,3,19
"0",28,"0","0","0","0","0","0","0","0",1,23,0,427944,"1","CTA","CROSS","NV FROTA",5,5,"DAF","FACCHINI",0,30819,23557.5,346.66,0.744166666666667,43.9644444444444,8,14
"1",28,"0","0","0","0","0","0","0","0",1,14,3,517137,"1","CVL","SPOT","NV FROTA",5,6,"MERCEDES-BENZ","FACCHINI",0,120000,30100,419.15,0.156666666666667,40.0344444444444,3,7
"1",28,"0","0","0","0","0","0","0","0",1,15,1,132808,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,122400,30000,880.07,0.453888888888889,76.2125,4,11
"1",28,"0","0","0","0","0","0","0","0",2,14,4,383945,"1","CVL","SPOT","NV FROTA",3,5,"SCANIA","FACCHINI",0,192270,29454,766.45,16.5391666666667,25.2611111111111,5,20
"1",28,"0","0","0","0","0","0","0","0",1,14,0,446777,"1","CVL","SPOT","NV FROTA",3,3,"SCANIA","FACCHINI",0,100193.64,12286.56,393.5,0.906111111111111,49.825,4,20
"1",28,"0","0","0","0","0","0","0","0",1,15,2,440991,"1","PG","DEDICADO","NV FROTA",5,1,"MERCEDES-BENZ","FACCHINI",0,74579.6,31160,520.03,5.81666666666667,60.2847222222222,2,30
"1",28,"0","0","0","0","0","0","0","0",1,13,0,368544,"1","CVL","SPOT","NV FROTA",4,4,"MERCEDES-BENZ","NOMA",0,152419.4,30220,397.92,0.7225,33.4941666666667,3,9
"1",28,"1","0","0","0","0","0","0","0",1,18,4,141474,"1","CVL","SPOT","NV FROTA",2,3,"SCANIA","FACCHINI",0,161632.8,26036.64,194.35,0.124444444444444,54.4419444444444,6,0
"1",26,"0","0","0","0","0","0","0","0",1,17,0,355311,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,22490,16328,677.52,0.818611111111111,28.4986111111111,5,9
"0",28,"0","0","0","0","0","0","0","0",3,35,2,142888,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,140569,28202.88,127.93,0.0644444444444444,16.5794444444444,7,3
"0",28,"0","0","0","0","0","0","0","0",2,29,0,169604,"1","MAR","CROSS","NV FROTA",1,12,"SCANIA","RANDON",0,167778.52,32639.6,536.14,0.264166666666667,25.7063888888889,4,2
"0",28,"0","0","0","0","0","0","0","0",2,26,1,159302,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,202562.22,32639.6,230.89,7.82361111111111,8.82638888888889,6,3
"0",28,"0","0","0","0","0","0","0","0",1,17,0,147692,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,114328.05,23600.86,598.94,0.107222222222222,31.1722222222222,5,13
"0",28,"0","0","0","0","0","0","0","0",1,20,0,0,"1","PG","DEDICADO","ALTO",5,2,"DAF","FACCHINI",0,309205.27,31625.36,299.26,17.4925,55.2030555555556,1,10
"1",28,"0","0","0","0","0","0","0","0",1,17,0,114478,"1","PG","DEDICADO","ALTO",2,5,"DAF","FACCHINI",0,219058.21,31718.19,114.61,11.8458333333333,4.44638888888889,4,10
"1",26,"0","0","0","0","0","0","0","1",3,18,0,156675,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,104004.54,22535.62,111.08,0.488333333333333,17.2827777777778,2,5
"1",26,"0","0","0","0","0","0","0","1",2,15,2,458136,"0","MAR","CROSS","NV FROTA",4,12,"MERCEDES-BENZ","RANDON",0,117567.79,16863.97,166.84,8.53888888888889,12.6836111111111,3,6
"1",28,"0","0","0","0","0","0","0","0",1,16,0,213564,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,27461.11,30812,152.95,1.94555555555556,24.4077777777778,2,18
"1",28,"0","0","0","0","0","0","0","1",2,19,0,545968,"1","CVL","SPOT","NV FROTA",5,3,"MERCEDES-BENZ","RANDON",0,62289.49,18591.04,41.83,0.706666666666667,11.0416666666667,1,10
"1",26,"0","0","0","0","0","0","0","1",3,34,0,424869,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,44902.05,34385,41.83,0.142777777777778,8.36888888888889,1,10
"0",26.253,"0","0","0","0","0","0","0","1",1,16,0,343918,"1","MGA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,89831.6,34610.02,551.24,2.50805555555556,22.3202777777778,2,42
"1",25.639,"0","0","0","0","0","0","0","1",1,14,0,66726,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,80917.13,32026.88,551.35,0.478611111111111,46.21,3,33
"0",28,"0","0","0","0","0","0","0","1",2,19,0,545968,"1","CVL","SPOT","NV FROTA",5,3,"MERCEDES-BENZ","RANDON",0,41996.82,30230.72,41.83,3.77416666666667,16.8511111111111,1,10
"1",28,"0","0","0","0","0","0","0","0",3,34,0,424869,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,79372.8,30000,25.58,0.118055555555556,2.36777777777778,1,1
"1",28,"0","0","0","0","0","0","0","0",2,41,0,460126,"1","MAR","CROSS","NV FROTA",6,5,"DAF","FACCHINI",0,79372.8,30000,25.58,0.298055555555556,4.91333333333333,2,1
"1",28,"0","1","0","0","0","0","0","1",1,10,0,657620,"1","CVL","SPOT","NV FROTA",7,5,"MERCEDES-BENZ","FACCHINI",0,49835.67,30516.8,434.87,0.404166666666667,49.1547222222222,1,25
"1",28,"0","0","0","0","0","0","0","1",1,20,0,112057,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,56252.93,29624,551.24,0.233055555555556,22.8505555555556,4,42
"1",26,"0","0","0","0","0","0","0","1",2,11,2,238488,"1","CVL","SPOT","NV FROTA",2,8,"DAF","FACCHINI",0,122492.89,25822.96,113.73,1.41777777777778,36.0838888888889,3,8
"1",28,"0","0","0","0","0","0","0","1",3,41,0,71246,"1","PG","CROSS","NV FROTA",0,5,"SCANIA","FACCHINI",0,67254.75,31163.7,113.73,0.468888888888889,11.0752777777778,9,8
"0",26,"0","0","0","0","0","0","0","1",1,11,1,192147,"1","CVL","SPOT","NV FROTA",2,1,"SCANIA","FACCHINI",0,157193.55,28241.23,113.73,5.88472222222222,8.79916666666667,2,8
"0",28,"0","0","0","0","0","0","0","1",2,41,0,460126,"1","MAR","CROSS","NV FROTA",6,5,"DAF","FACCHINI",0,62174.13,30391.04,50.41,0.796111111111111,4.43805555555556,2,10
"1",27,"0","0","0","0","0","0","0","1",2,26,2,233676,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,77201.07,28816.94,50.41,0.361666666666667,46.9138888888889,6,10
"1",28,"0","0","0","0","0","0","0","0",1,23,0,370771,"1","PG","DEDICADO","NV FROTA",5,6,"DAF","FACCHINI",0,40580.31,34463,559.64,2.51805555555556,29.7583333333333,6,4
"1",27.26,"0","0","0","0","0","0","0","1",1,22,0,486555,"1","CVL","SPOT","NV FROTA",5,6,"MERCEDES-BENZ","FACCHINI",0,25892.51,24862.96,598.72,0.466111111111111,-8.39361111111111,8,7
"1",26,"0","0","0","0","0","0","0","1",2,22,1,167773,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,41606.52,25473.54,436.89,0.403055555555556,6.38416666666667,6,1
"1",27.018,"0","0","0","0","0","0","0","1",1,17,0,514709,"1","CVL","SPOT","NV FROTA",5,6,"MERCEDES-BENZ","FACCHINI",0,34341.18,25056.38,429.73,0.559444444444444,50.1997222222222,5,19
"1",27.252,"0","0","0","0","0","0","0","1",2,18,2,45880,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,55225.72,34522.88,462.78,0.3525,22.8630555555556,5,29
"1",27.642,"0","0","0","0","0","0","0","1",2,19,1,47943,"1","CVL","SPOT","NV FROTA",0,8,"SCANIA","FACCHINI",0,67773.05,28435.05,274.88,0.0686111111111111,6.22444444444444,3,15
"1",28,"0","0","0","0","0","0","0","1",1,15,0,106086,"1","CVL","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,64048.21,30226.48,462.78,0.847777777777778,24.9227777777778,4,29
"1",27.025,"0","0","0","0","0","0","0","1",1,16,3,364494,"1","CVL","SPOT","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,45660.21,24504.84,331.98,0.279166666666667,45.4422222222222,4,7
"1",28,"0","0","0","0","0","0","0","1",3,37,0,367608,"1","MGA","CROSS","NV FROTA",3,7,"SCANIA","FACCHINI",0,48726.56,29624,96.57,0.506111111111111,25.5663888888889,7,4
"1",26,"0","0","0","0","0","0","0","1",1,18,2,481420,"1","MGA","CROSS","NV FROTA",5,3,"MERCEDES-BENZ","FACCHINI",0,63654.84,28057.84,96.57,1.45777777777778,23.5305555555556,4,4
"0",27.938,"0","0","0","0","0","0","0","1",2,28,0,138093,"1","MAR","SPOT","NV FROTA",1,9,"SCANIA","LIBRELATO",0,75737.65,31387.02,197.9,2.45194444444444,22.4522222222222,6,6
"1",28,"0","0","0","0","0","0","0","1",1,14,0,430794,"1","MAR","CROSS","NV FROTA",5,13,"MERCEDES-BENZ","RANDON",0,129532.53,32064.8,175.09,0.855555555555556,5.09777777777778,2,4
"1",26,"0","0","0","0","0","0","0","1",1,14,0,159711,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,61308.17,33947.3,205.96,0.491666666666667,4.88972222222222,3,4
"0",28,"0","0","0","0","0","0","0","1",3,29,0,504317,"1","MAR","CROSS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,67937.17,32931.02,205.96,0.472777777777778,6.79694444444444,6,4
"0",27,"0","0","0","0","0","0","0","1",2,27,1,157081,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,73006.89,34949.8,205.4,0.148888888888889,7.53055555555556,3,4
"0",28,"0","0","0","0","0","0","0","1",2,36,0,153463,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,75271.97,33513.1,205.96,0.179444444444444,5.435,6,4
"1",28,"0","0","0","0","0","0","0","1",2,19,2,143244,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,105350.86,31865.59,175.09,0.767777777777778,17.0422222222222,4,4
"0",27,"0","0","0","0","0","0","0","1",2,31,0,160618,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,92553.77,31438.7,205.96,0.588333333333333,7.06361111111111,5,4
"0",27,"0","0","0","0","0","0","0","1",4,36,2,161032,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,87669.22,34852.94,175.09,0.638055555555556,4.36722222222222,7,4
"1",28,"0","0","0","0","0","0","0","1",2,35,1,148331,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,103992.48,33901.3,175.09,1.24777777777778,3.24777777777778,9,4
"1",26,"0","0","0","0","0","0","0","1",1,19,0,147946,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,40296.83,34806.2,677.52,0.559166666666667,39.8197222222222,4,9
"1",26,"0","1","0","1","0","0","0","1",1,20,0,293133,"1","MAR","SPOT","NV FROTA",2,1,"VOLKSWAGEN","FACCHINI",0,40296.83,34806.2,677.52,41.4166666666667,-85.2580555555556,3,9
"0",28,"0","1","0","0","0","0","0","1",1,14,0,159711,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,12360,20600,206.25,1.22527777777778,11.1916666666667,3,4
"1",28,"0","0","0","0","0","0","0","1",2,27,1,157081,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,70471,11179.8,206.25,0.197222222222222,10.0688888888889,3,4
"1",28,"0","0","0","0","0","0","0","1",1,15,0,174547,"1","BTM","OP MINAS","NV FROTA",2,12,"DAF","RANDON",0,48030.22,34465.6,74.03,1.00888888888889,2.67361111111111,2,3
"1",28,"0","0","0","0","0","0","0","1",1,26,0,145083,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,48030.22,34465.6,74.03,0.711388888888889,3.88805555555556,3,3
"1",28,"0","0","0","0","0","0","0","1",1,8,0,135207,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,48160.22,34465.6,319.25,0.992777777777778,25.5319444444444,1,7
"1",28,"0","0","0","0","0","0","0","1",1,13,0,86101,"1","CVL","SPOT","NV FROTA",1,6,"DAF","FACCHINI",0,61745.08,29046.68,74.03,1.37833333333333,21.7875,3,3
"1",28,"0","0","0","0","0","0","0","1",1,14,0,144946,"1","BTM","OP MINAS","NV FROTA",2,7,"DAF","FACCHINI",0,91927.69,29983.7,74.03,2.29305555555556,4.15805555555556,1,3
"1",28,"0","0","0","0","0","0","0","1",1,14,0,132241,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,54937.83,29276,58.24,1.77305555555556,4.38555555555556,1,1
"1",28,"0","0","0","0","0","0","0","1",1,27,0,134115,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,83678.78,27410.4,46.65,1.57166666666667,18.5422222222222,5,1
"1",28,"0","0","0","0","0","0","0","1",1,17,0,138193,"0","CVL","SPOT","NV FROTA",2,7,"DAF","FACCHINI",0,55918.9,31583,141.51,1.02083333333333,24.0163888888889,4,3
"0",28,"0","0","0","0","0","0","0","1",1,14,1,180787,"1","MGA","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,51390.77,34465.6,46.65,1.46083333333333,19.0022222222222,2,1
"1",28,"0","0","0","0","0","0","0","1",3,22,1,100902,"1","BTM","OP MINAS","NV FROTA",1,5,"DAF","FACCHINI",0,44869.84,28107.56,58.24,0.557777777777778,20.7536111111111,3,1
"0",28,"0","0","0","0","0","0","0","1",1,16,0,194578,"1","BTM","OP MINAS","NV FROTA",2,2,"SCANIA","FACCHINI",0,70713.52,27912.76,319.25,2.15944444444444,19.44,2,7
"0",28,"0","0","0","0","0","0","0","1",1,10,0,418902,"1","BTM","OP MINAS","NV FROTA",5,5,"MERCEDES-BENZ","FACCHINI",0,78400,20000,456.26,0.468055555555556,17.8788888888889,2,6
"1",28,"0","0","0","0","0","0","0","1",1,14,0,132241,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,29134,10615.6,47.5,0.230277777777778,14.6358333333333,1,1
"0",28,"0","0","0","0","0","0","0","1",1,26,0,145083,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,28377.5,11436.48,82.84,0.329166666666667,18.1544444444444,3,3
"1",28,"0","0","0","0","0","0","0","1",1,14,1,180787,"1","MGA","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,8190,19500,86.8,0.0386111111111111,2.39777777777778,2,4
"0",28,"0","0","0","0","0","0","0","1",1,15,0,174547,"1","BTM","OP MINAS","NV FROTA",2,12,"DAF","RANDON",0,26621,8885,82.84,2.18194444444444,17.6113888888889,2,3
"0",28,"0","0","0","0","0","0","0","1",2,25,0,178301,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,90836.45,35056,267.9,0.236666666666667,11.4980555555556,2,2
"1",28,"0","0","0","0","0","0","0","1",2,25,0,178301,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,24570.96,17514,267.79,0.771666666666667,7.05805555555556,2,2
"1",28,"0","0","0","0","0","0","0","1",3,35,0,109362661,"1","CPG","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,26417.88,6812.06,267.79,0.289444444444444,19.0811111111111,9,2
"0",28,"0","0","0","0","0","0","0","0",2,31,1,186491,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,86130.33,13713.79,333.02,0.318333333333333,23.1438888888889,9,3
"1",28,"0","1","0","0","0","0","0","0",2,25,0,165478,"1","MAR","CROSS","NV FROTA",1,8,"DAF","FACCHINI",0,50081.92,29624,326.97,0.2325,20.8169444444444,2,10
"1",28,"0","1","0","0","0","0","0","0",2,35,4,114173,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,50081.92,29624,326.97,1.30638888888889,23.2083333333333,6,10
"0",28,"0","0","0","0","0","0","0","0",1,14,0,430794,"1","MAR","CROSS","NV FROTA",5,13,"MERCEDES-BENZ","RANDON",0,50081.92,29624,322.53,9.74361111111111,39.1575,2,4
"1",28,"0","0","0","0","0","0","0","0",1,12,0,43067,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,41231.12,30028,680.58,1.26055555555556,27.1355555555556,3,25
"1",26,"0","0","0","0","0","0","0","0",2,16,1,346641,"1","MAR","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,91391.67,31340.4,129.66,1.33888888888889,27.7830555555556,4,2
"1",28,"0","0","0","0","0","0","0","0",1,17,0,291314,"1","MAR","CROSS","NV FROTA",2,3,"SCANIA","FACCHINI",0,76525.24,27111,669.49,0.169722222222222,27.6663888888889,3,26
"1",28,"0","0","0","0","0","0","0","0",1,19,1,41797,"1","CVL","SPOT","NV FROTA",0,5,"SCANIA","FACCHINI",0,414326.65,31922.8,490.51,0.197222222222222,39.7766666666667,4,14
"1",28,"0","0","0","0","0","0","0","0",1,20,0,173622,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,145500.16,27928.32,127.93,0.2275,16.9261111111111,4,3
"0",26,"0","0","0","0","0","0","0","0",1,14,0,386502,"1","CVL","SPOT","NV FROTA",2,4,"SCANIA","NOMA",0,76952.16,25126.34,1126.47,1.25777777777778,70.7961111111111,3,9
"1",28,"0","0","0","0","0","0","0","0",1,13,0,372085,"1","PG","DEDICADO","ALTO",4,4,"DAF","FACCHINI",0,279573.84,33139.6,348.67,0.524722222222222,47.29,1,23
"1",28,"0","0","0","0","0","1","0","0",1,16,0,94140,"1","PG","DEDICADO","ALTO",1,5,"DAF","FACCHINI",0,275395.12,32553.56,509.01,0.290833333333333,45.0905555555556,2,13
"1",28,"0","0","0","0","0","0","0","0",2,16,0,404385,"1","PG","DEDICADO","ALTO",4,7,"DAF","FACCHINI",0,192937.7,31625.36,114.61,1.11166666666667,44.4769444444444,4,10
"1",28,"0","0","0","0","0","0","0","0",1,17,0,502803,"1","PG","DEDICADO","ALTO",6,3,"DAF","FACCHINI",0,229967.11,31625.36,348.72,0.386944444444444,38.4863888888889,5,20
