"tranportador_atrasou","PALLETS","troca_ordem","troc_h_carga","troc_h_descarga","troc_recurso","recurso_extra","isca","retorno","possui_prioridade","numero_acessos","numero_de_macros","numero_manutencao","ultimo_odometro_dia","GR_JORNADA","CIDADE_OPERACO","OPERACAO","ERAS_DESCRICAO","IDADE_CAVALO","IDADE_CARRETA","MARCA_CAVALO","MARCA_CARRETA","numero_paradas_proibidas","VIAG_VALOR_CARGA","VIAG_PESO_TOTAL","VIAG_DISTANCIA","delta_inicio_cadastro","delta_fim_inicio","numero_paradas.rast","numero_paradas.gris"
"1",26,"0","0","0","0","0","0","0","1",1,14,0,146431,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,45420.45,37618,95.63,0.113055555555556,7.56083333333333,1,4
"1",28,"0","0","0","0","0","0","0","0",1,16,1,338924,"1","CVL","SPOT","NV FROTA",3,12,"SCANIA","RANDON",0,53861.42,34931,95.63,0.563888888888889,25.1788888888889,2,4
"1",28,"0","0","0","0","0","0","0","0",1,14,0,328620,"1","CVL","SPOT","NV FROTA",3,2,"SCANIA","FACCHINI",0,53861.42,34931,95.63,0.481666666666667,7.17666666666667,2,4
"1",26,"0","0","0","0","0","0","0","1",1,18,0,237191,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,42176.13,34931,95.63,0.627222222222222,25.4808333333333,3,4
"1",26,"0","0","0","0","0","0","0","1",1,15,1,483567,"1","MGA","CROSS","NV FROTA",5,3,"MERCEDES-BENZ","FACCHINI",0,43551.3,33683,95.63,0.0991666666666667,23.9405555555556,2,4
"1",26,"0","0","0","0","0","0","0","1",1,12,0,195795,"1","CVL","SPOT","NV FROTA",2,6,"SCANIA","FACCHINI",0,43551.3,33683,95.63,2.76138888888889,7.18222222222222,1,4
"1",26,"0","0","0","0","0","0","0","1",1,22,0,112636,"1","CVL","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,51213.12,29276,95.63,1.24638888888889,5.59638888888889,3,4
"1",26,"0","0","0","0","0","0","0","1",2,19,0,382579,"1","MGA","CROSS","NV FROTA",3,6,"SCANIA","FACCHINI",0,73516.32,29328,95.63,0.219444444444444,1.91111111111111,2,4
"1",26,"0","0","0","0","0","0","0","1",2,20,2,476503,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","FACCHINI",0,43551.3,33683,95.63,0.752222222222222,33.2872222222222,6,4
"1",26,"0","0","0","0","0","0","0","1",1,15,0,129963,"1","CTA","CROSS","NV FROTA",2,0,"DAF","FACCHINI",0,43551.3,33683,95.63,0.266944444444444,19.3419444444444,1,4
"1",26,"0","0","0","0","0","0","0","1",2,18,0,53863,"1","CVL","SPOT","NV FROTA",0,8,"SCANIA","FACCHINI",0,73667.64,29330.6,95.63,0.204722222222222,25.8894444444444,2,4
"0",26,"0","0","0","0","0","0","0","1",1,14,0,164798,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,43551.3,33683,95.63,0.396666666666667,25.86,1,4
"1",26,"0","0","0","0","0","0","0","1",1,17,2,242926,"1","CVL","SPOT","NV FROTA",2,8,"DAF","FACCHINI",0,85551.51,22166.56,95.63,0.758888888888889,26.3305555555556,3,4
"0",26,"0","0","0","0","0","0","0","1",3,16,0,52245,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,43551.3,33683,95.63,1.51805555555556,21.0552777777778,2,4
"1",26.199,"0","0","0","0","0","0","0","1",2,18,0,101323,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,42209.38,27466.21,598.72,0.122777777777778,22.8141666666667,6,7
"1",28,"0","0","0","0","0","0","0","1",3,16,0,52245,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,47403.78,30280.64,96.57,0.148888888888889,7.36916666666667,2,4
"1",28,"0","0","0","0","0","0","0","1",1,10,0,146708,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,44979.67,30862.08,96.57,4.04611111111111,20.4666666666667,2,4
"0",27.223,"0","0","0","0","0","0","0","1",4,32,3,168212,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,108825.79,31022.71,197.9,0.162222222222222,1.625,6,6
"0",28,"0","0","0","0","0","0","0","1",2,30,0,350766,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","RANDON",0,82825.1,31943.2,197.9,0.557777777777778,5.76666666666667,5,6
"0",27,"0","0","0","0","0","0","0","1",2,35,3,160433,"1","MAR","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,64439.5,32872.4,197.9,0.783333333333333,5.36194444444444,7,6
"1",27.057,"0","0","0","0","0","0","0","1",2,30,2,129493,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,100716.21,30817.59,184.43,0.350833333333333,4.93194444444444,8,2
"1",28,"0","1","1","0","0","0","0","1",2,37,3,346704,"1","MAR","CROSS","NV FROTA",2,0,"SCANIA","FACCHINI",0,89977.46,33552.76,205.4,0.576388888888889,6.39194444444444,9,4
"0",28,"0","0","1","0","0","0","0","1",3,29,0,141128,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,86290.08,31829.5,205.96,1.22444444444444,3.58944444444444,5,4
"1",27.6,"0","0","0","0","0","0","0","1",2,14,2,224359,"1","CVL","SPOT","NV FROTA",2,4,"SCANIA","FACCHINI",0,83129.52,28925.68,311.18,0.418611111111111,50.7702777777778,3,12
"1",28,"0","0","1","0","0","0","0","1",2,31,0,165117,"1","MAR","CROSS","NV FROTA",1,0,"DAF","FACCHINI",0,116696.55,32214,205.96,0.694166666666667,5.57694444444444,5,4
"1",28,"0","0","0","0","1","0","0","0",1,25,2,125722,"1","MAR","CROSS","NV FROTA",1,3,"DAF","FACCHINI",0,94932.16,35450.66,205.96,0.951666666666667,5.69861111111111,3,4
"1",28,"0","0","0","0","0","0","0","1",2,23,0,145218,"1","MAR","CROSS","NV FROTA",1,7,"DAF","FACCHINI",0,76178.57,33148.37,175.09,0.0919444444444444,4.68777777777778,5,4
"1",28,"0","0","0","0","0","0","0","1",1,18,0,96094,"1","BTM","OP MINAS","NV FROTA",1,0,"DAF","FACCHINI",0,100112.4,34766.38,311.18,5.36805555555556,14.6908333333333,1,12
"0",28,"0","0","0","0","0","0","0","1",1,17,0,424404,"1","CVL","SPOT","NV FROTA",4,1,"DAF","FACCHINI",0,108361.08,29913,311.18,0.265833333333333,50.9383333333333,5,12
"0",26,"0","0","0","1","0","0","0","1",3,29,3,181728,"1","MAR","CROSS","NV FROTA",1,13,"DAF","RANDON",0,58513.03,29121.9,578.63,1.19222222222222,74.8680555555556,6,28
"1",28,"0","0","0","0","0","0","0","1",2,13,1,311438,"1","MAR","SPOT","NV FROTA",2,2,"VOLKSWAGEN","FACCHINI",0,74389.14,32384.28,205.96,0.708888888888889,24.3177777777778,1,4
"1",28,"0","0","0","0","0","0","0","1",1,17,0,169597,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,85289.79,33769.62,206.33,4.81388888888889,13.7111111111111,4,4
"1",28,"0","0","1","0","0","0","0","1",4,32,3,168212,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,34604.5,8900.5,194.32,3.39666666666667,9.66472222222222,6,6
"1",28,"0","0","0","0","0","0","0","1",1,17,0,169597,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,38066,6006,209.72,0.764444444444444,4.79444444444444,4,3
"1",28,"0","0","0","0","0","0","0","1",1,23,2,436259,"1","MAR","CROSS","NV FROTA",5,4,"MERCEDES-BENZ","RANDON",0,35703.5,5263.5,209.72,0.698611111111111,18.0975,5,3
"1",28,"0","0","0","0","0","0","0","1",1,15,0,162997,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,38066,6006,209.72,5.8625,1.96111111111111,3,3
"1",28,"0","0","0","0","0","0","0","1",2,30,2,129493,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,78510.7,9645.02,186.43,0.159444444444444,29.6161111111111,8,2
"1",28,"0","0","0","0","0","0","0","1",2,18,0,35530,"1","BTM","OP MINAS","NV FROTA",5,4,"MERCEDES-BENZ","FACCHINI",0,69138.85,32107.52,46.65,0.108611111111111,35.3763888888889,3,1
"1",28,"0","0","0","0","0","0","0","1",2,17,1,159693,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,48830.5,34465.6,74.03,1.68361111111111,24.5177777777778,2,3
"1",28,"0","0","0","0","0","0","0","1",1,13,0,138890,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,48830.5,34465.6,74.03,1.65916666666667,19.58,1,3
"1",28,"0","0","0","0","0","0","0","1",1,23,0,149487,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,48830.5,34465.6,58.24,1.10611111111111,7.64027777777778,5,1
"1",28,"0","0","0","0","0","0","0","1",3,17,1,137697,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,90491.21,29913,223.89,1.11055555555556,6.83944444444444,1,1
"1",28,"0","0","0","0","0","0","0","1",1,18,0,141886,"0","CVL","SPOT","NV FROTA",2,5,"DAF","FACCHINI",0,37491.26,26528.84,74.03,1.00222222222222,18.2625,3,3
"0",28,"0","0","0","0","0","0","0","1",2,22,1,135196,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,48830.5,34465.6,58.24,0.639166666666667,4.92472222222222,2,1
"1",28,"0","0","0","0","0","0","0","1",2,17,0,147039,"1","BTM","OP MINAS","NV FROTA",2,7,"DAF","FACCHINI",0,79087.32,33288,46.65,0.571388888888889,5.47444444444444,3,1
"0",28,"0","0","0","0","0","0","0","1",1,14,2,431094,"1","BTM","OP MINAS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,48960.5,34465.6,319.25,0.370833333333333,46.2147222222222,2,7
"0",28,"0","0","0","0","0","0","0","1",1,15,0,88980,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,61587.46,32346.76,74.03,8.00638888888889,10.8897222222222,2,3
"1",28,"0","0","0","0","0","0","0","1",2,19,2,199010,"1","BTM","OP MINAS","NV FROTA",2,2,"SCANIA","FACCHINI",0,65166.6,29772.94,46.65,0.405555555555556,18.5961111111111,4,1
"1",28,"0","0","0","0","0","0","0","1",3,23,1,130865,"1","BTM","OP MINAS","NV FROTA",2,5,"DAF","FACCHINI",0,85997.35,33122.8,141.51,1.28361111111111,16.8022222222222,4,3
"1",28,"0","0","0","0","0","0","0","1",1,15,0,88980,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,9370.2,19250,223.48,0.368333333333333,3.9925,2,1
"1",28,"0","0","0","0","0","0","0","1",1,14,2,431094,"1","BTM","OP MINAS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,27931,5379,82.84,0.592222222222222,1.22277777777778,2,3
"0",28,"0","0","0","0","0","0","0","1",3,17,1,137697,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,24942.5,14545.7,223.48,5.7625,13.445,1,1
"1",28,"0","0","0","0","0","0","0","1",3,33,0,109373187,"1","CPG","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,90994.46,35056,267.9,0.125833333333333,4.83444444444444,6,2
"1",28,"0","0","0","0","0","0","0","1",1,22,0,469611,"1","BTM","OP MINAS","NV FROTA",5,4,"MERCEDES-BENZ","NOMA",0,84494.85,32552,267.9,0.31,4.40861111111111,5,2
"1",28,"0","0","0","0","0","0","0","1",2,13,2,189572,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,111601.64,30524.77,267.9,0.155833333333333,12.7277777777778,0,2
"0",28,"0","0","0","0","0","0","0","1",3,33,0,109373187,"1","CPG","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,77727.56,35319.63,267.9,0.0877777777777778,11.6661111111111,6,2
"1",28,"1","0","1","0","0","0","0","1",2,15,1,519092,"1","CVL","SPOT","NV FROTA",5,6,"MERCEDES-BENZ","FACCHINI",0,52479.02,34808.8,267.9,6.57694444444444,17.7788888888889,2,2
"1",28,"0","0","1","0","0","0","0","1",1,14,2,87476,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,93106.36,31671.97,281.12,5.52472222222222,16.4591666666667,4,3
"0",28,"0","0","0","0","0","0","0","1",1,22,0,469611,"1","BTM","OP MINAS","NV FROTA",5,4,"MERCEDES-BENZ","NOMA",0,22793.5,16207.7,267.79,0.951388888888889,18.4122222222222,5,2
"0",28,"0","0","0","0","0","0","0","0",1,16,0,195631,"1","CPG","CROSS","NV FROTA",1,6,"DAF","FACCHINI",0,106079.62,18987.8,333.02,1.6175,8.92194444444444,4,3
"1",28,"0","0","0","0","0","0","0","0",2,28,0,197624,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,102470.02,17462.13,333.02,2.14638888888889,21.8966666666667,8,3
"1",28,"0","0","0","0","0","0","0","0",1,14,0,50732,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,46652.26,30266.88,651.36,6.90611111111111,100.782777777778,1,14
"0",28,"0","0","0","0","0","0","0","0",1,14,0,278328,"1","CVL","SPOT","NV FROTA",2,5,"SCANIA","FACCHINI",0,49169.12,27508,589.79,1.19027777777778,86.3211111111111,1,30
"0",28,"0","1","0","0","0","0","0","1",2,30,0,350766,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","RANDON",0,34473.6,31440,326.97,1.29083333333333,39.7569444444444,5,10
"1",26,"0","0","0","0","0","0","0","0",3,29,2,350908,"1","MAR","CROSS","NV FROTA",2,2,"SCANIA","FACCHINI",0,91031.42,31340.4,129.66,0.352222222222222,9.73166666666667,4,2
"1",28,"1","0","0","0","0","0","0","0",1,12,0,369782,"1","CVL","SPOT","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,532339,23929.14,629.43,3.3725,22.2036111111111,3,49
"1",28,"0","0","0","0","0","0","0","0",1,13,0,448110,"1","BTM","OP MINAS","NV FROTA",2,5,"SCANIA","FACCHINI",0,235621.46,13515.53,453.63,3.03083333333333,27.0533333333333,3,7
"1",28,"0","0","0","0","0","0","0","0",2,15,2,350932,"1","MGA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,78030,30690,354.33,1.20194444444444,18.2947222222222,4,8
"1",28,"0","0","0","0","0","0","0","0",1,16,0,206397,"1","CVL","SPOT","NV FROTA",2,5,"SCANIA","FACCHINI",0,101303.68,35986.4,503.71,0.115555555555556,48.965,3,19
"1",28,"0","0","0","0","0","0","0","0",2,20,0,423571,"1","CVL","SPOT","NV FROTA",4,2,"MERCEDES-BENZ","FACCHINI",0,104700,31500,225.03,11.4244444444444,44.8105555555556,6,10
"1",28,"0","0","0","0","0","1","0","0",1,20,0,120196,"1","PG","DEDICADO","ALTO",2,5,"DAF","FACCHINI",0,209276.7,32553.56,589.51,0.226944444444444,31.86,4,35
"0",28,"0","0","0","0","0","1","0","0",1,14,0,201793,"1","PG","DEDICADO","ALTO",2,6,"DAF","FACCHINI",0,209276.7,32553.56,589.51,0.244444444444444,48.1808333333333,1,35
"0",28,"0","0","0","0","0","1","0","0",2,19,0,143265,"1","PG","DEDICADO","ALTO",2,2,"DAF","FACCHINI",0,123368.55,31625.36,526.28,0.261666666666667,43.3666666666667,4,36
"1",28,"0","0","0","1","0","1","0","0",3,11,1,511374,"1","PG","DEDICADO","ALTO",5,4,"MERCEDES-BENZ","FACCHINI",0,123368.55,31625.36,526.28,0.641111111111111,116.039722222222,1,36
"1",28,"0","0","0","0","0","1","0","0",1,11,0,381796,"1","PG","DEDICADO","ALTO",6,2,"DAF","FACCHINI",0,348555.56,32093.91,596.01,2.25722222222222,89.6527777777778,1,11
"1",28,"0","0","0","0","0","1","0","0",1,10,0,384701,"1","PG","DEDICADO","ALTO",5,6,"DAF","FACCHINI",0,209276.7,32553.56,589.51,0.330833333333333,38.5077777777778,1,35
"1",28,"0","0","0","0","0","0","0","0",2,13,0,173543,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,465159.34,33430.8,590.58,0.539444444444444,130.640555555556,3,0
"1",26,"0","0","0","0","0","0","0","1",3,30,3,464474,"0","MAR","CROSS","NV FROTA",4,2,"MERCEDES-BENZ","FACCHINI",0,119700.01,32205,166.84,0.679722222222222,25.2775,6,6
"1",28,"0","0","0","0","0","0","0","0",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,23481.11,26938.44,41.83,0.0661111111111111,2.02638888888889,3,10
"0",26,"0","0","0","0","0","0","0","1",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,91311.82,33985.12,41.83,0.408055555555556,1.67333333333333,3,10
"0",26,"0","0","0","0","0","0","0","1",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,95430.32,34761.92,41.83,0.0869444444444444,1.94305555555556,3,10
"1",28,"0","0","0","0","0","0","0","0",2,28,0,428997,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,43062.24,30000,25.58,0.220833333333333,4.46833333333333,3,1
"1",28,"0","0","0","0","0","0","0","0",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,56421.16,19830.22,50.41,0.413888888888889,2.01888888888889,3,10
"1",26.375,"0","0","0","0","0","0","0","1",2,39,0,80772,"1","PG","CROSS","NV FROTA",0,5,"SCANIA","FACCHINI",0,110344.91,28483.92,113.73,1.80305555555556,9.42638888888889,8,8
"0",28,"0","0","0","0","0","0","0","0",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,10080,16800,50.41,1.09194444444444,4.02,3,10
"1",28,"0","0","0","0","0","0","0","0",2,50,0,220026,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,10080,16800,50.41,0.163333333333333,11.6280555555556,3,10
"1",27.409,"0","0","0","0","0","0","0","1",1,13,0,146894,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,49223.2,32117.04,462.78,0.209722222222222,9.84888888888889,3,29
"1",28,"0","0","0","0","0","0","0","1",1,14,0,339123,"1","CVL","SPOT","NV FROTA",3,12,"SCANIA","RANDON",0,79352.41,28408.8,95.63,0.610555555555556,24.8469444444444,1,4
"1",26,"0","0","0","0","0","0","0","1",1,17,0,237288,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,73516.32,29328,95.63,2.40722222222222,8.33555555555555,3,4
"1",26,"0","0","0","0","0","0","0","1",1,18,1,146903,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,43551.3,33683,95.63,1.13,9.34222222222222,1,4
"1",28,"0","0","0","0","0","0","0","1",2,17,2,483759,"1","MGA","CROSS","NV FROTA",5,3,"MERCEDES-BENZ","FACCHINI",0,73516.32,29328,95.63,0.0547222222222222,24.0361111111111,3,4
"0",26,"0","0","0","0","0","0","0","1",1,12,0,229819,"1","CVL","SPOT","NV FROTA",2,1,"SCANIA","FACCHINI",0,73684.38,26379.6,95.63,0.0744444444444444,10.4844444444444,1,4
"1",28,"0","1","0","0","0","0","0","1",1,12,1,202600,"1","CVL","SPOT","ALTO",2,5,"SCANIA","FACCHINI",0,79352.41,28408.8,95.63,0.320277777777778,9.56805555555556,2,4
"1",28,"0","0","0","0","0","0","0","1",1,11,1,195989,"1","CVL","SPOT","NV FROTA",2,6,"SCANIA","FACCHINI",0,79171.42,31584,95.63,0.943888888888889,18.3608333333333,2,4
"1",26,"0","0","0","0","0","0","0","1",2,25,0,96485,"1","BTM","OP MINAS","NV FROTA",1,0,"DAF","FACCHINI",0,66601.55,29791.38,603.33,0.894722222222222,70.6711111111111,5,29
"1",28,"0","1","0","0","0","0","0","1",1,13,0,116351,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,73765.86,26381,95.63,0.507222222222222,18.11,2,4
"1",26,"0","0","0","0","0","0","0","1",1,16,3,434436,"1","CVL","SPOT","NV FROTA",3,5,"SCANIA","FACCHINI",0,73765.86,26381,95.63,1.23694444444444,16.4477777777778,5,4
"1",28,"0","0","0","0","0","0","0","1",1,17,1,54052,"1","CVL","SPOT","NV FROTA",0,8,"SCANIA","FACCHINI",0,73667.64,29330.6,95.63,0.828333333333333,15.6738888888889,3,4
"0",26,"0","0","0","0","0","0","0","1",1,15,0,164991,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,53861.42,34931,95.63,0.258055555555556,18.0741666666667,1,4
"1",26,"0","0","0","0","0","0","0","1",2,18,1,243125,"1","CVL","SPOT","NV FROTA",2,8,"DAF","FACCHINI",0,53861.42,34931,95.63,0.304722222222222,16.5941666666667,2,4
"1",28,"0","0","0","0","0","0","0","0",1,12,1,202600,"1","CVL","SPOT","ALTO",2,5,"SCANIA","FACCHINI",0,45531.28,28236.8,826.98,6.20722222222222,87.9266666666667,2,33
"1",27.759,"0","0","0","0","0","0","0","1",4,25,2,147605,"1","MAR","SPOT","NV FROTA",1,5,"SCANIA","FACCHINI",0,78307.64,31902.91,197.9,1.00555555555556,4.8875,3,6
"0",28,"0","0","0","0","0","0","0","1",3,32,0,169045,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,89856.69,30437.73,197.9,0.246111111111111,3.315,6,6
"1",26,"0","0","0","0","0","0","0","1",2,26,2,347454,"1","MAR","CROSS","NV FROTA",2,0,"SCANIA","FACCHINI",0,74144.26,33503.1,197.9,0.107777777777778,3.65027777777778,6,6
"0",28,"0","0","0","0","0","0","0","1",2,31,0,351640,"1","MAR","CROSS","NV FROTA",2,5,"SCANIA","FACCHINI",0,57989.51,34284.68,197.9,1.28333333333333,3.995,5,6
"1",28,"0","0","0","0","0","0","0","1",1,13,2,299752,"1","CVL","SPOT","NV FROTA",3,3,"SCANIA","FACCHINI",0,103482.62,29282.86,578.63,0.101111111111111,26.2163888888889,3,28
"0",27.166,"0","0","0","0","0","0","0","1",3,32,0,157068,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,124099.16,29778.44,205.96,0.0622222222222222,4.99416666666667,4,4
"1",28,"0","0","0","0","0","0","0","1",1,25,1,436551,"1","MAR","CROSS","NV FROTA",5,4,"MERCEDES-BENZ","RANDON",0,60467.3,32364.32,197.9,0.133055555555556,3.89083333333333,2,6
"0",27.963,"1","0","0","0","0","0","0","1",3,29,2,165528,"1","MAR","CROSS","NV FROTA",1,0,"DAF","FACCHINI",0,93797.79,32319.44,184.43,0.301944444444444,21.3161111111111,4,2
"0",28,"0","0","0","0","0","0","0","1",3,29,0,169186,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,100131.32,33038,205.96,0.118888888888889,5.81555555555556,5,4
"1",27,"0","0","0","0","0","0","0","1",3,34,0,171866,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,62544.47,34261.02,205.96,2.94611111111111,2.58416666666667,3,4
"0",28,"0","0","1","0","0","0","0","1",4,32,0,145878,"1","MAR","CROSS","NV FROTA",1,7,"DAF","FACCHINI",0,59409.38,31577.12,205.96,3.1625,2.59194444444444,5,4
"0",27,"0","1","0","1","0","0","0","1",2,21,1,153861,"1","MAR","SPOT","NV FROTA",1,5,"DAF","FACCHINI",0,79590.18,34480.26,175.09,0.413055555555556,3.59138888888889,2,4
"1",28,"0","0","0","0","1","0","0","0",3,26,0,80841290,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,82438.92,31696.59,205.96,0.403611111111111,16.9316666666667,5,4
"0",27.4,"0","0","0","0","0","0","0","1",2,22,0,108681,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,115794.54,31660.54,311.18,0.3225,20.7294444444444,5,12
"0",28,"0","0","0","0","1","0","0","0",1,16,0,251443,"1","MAR","CROSS","NV FROTA",2,3,"SCANIA","FACCHINI",0,108361.08,29913,205.96,1.02472222222222,27.7027777777778,2,4
"1",28,"0","0","0","0","0","0","0","1",1,18,1,165286,"1","CVL","SPOT","NV FROTA",2,3,"SCANIA","FACCHINI",0,40133.86,29217.86,677.52,1.46527777777778,64.8455555555555,3,9
"1",28,"0","1","0","0","0","0","0","1",1,12,0,298880,"1","MAR","SPOT","NV FROTA",2,1,"VOLKSWAGEN","FACCHINI",0,40133.86,29217.86,677.52,1.22638888888889,87.0155555555556,2,9
"1",28,"0","0","0","0","0","0","0","1",1,10,0,170012,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,46308.15,23208.25,205.96,0.661111111111111,15.6344444444444,1,4
"1",28,"1","0","1","0","0","0","0","1",4,25,2,147605,"1","MAR","SPOT","NV FROTA",1,5,"SCANIA","FACCHINI",0,32161.3,11484.3,194.32,0.376666666666667,10.8063888888889,3,6
"1",28,"0","0","0","0","0","0","0","1",1,10,0,170012,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,38066,6006,209.72,3.19222222222222,3.73166666666667,1,3
"0",28,"0","0","0","0","0","0","0","1",2,21,1,153861,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,12180,20300,175.06,1.35611111111111,4.95527777777778,2,4
"1",28,"0","0","0","0","0","0","0","1",1,19,0,139099,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,77023.57,28208.4,74.03,0.559444444444444,9.35833333333333,2,3
"1",28,"0","0","0","0","0","0","0","1",2,18,0,142018,"0","CVL","SPOT","NV FROTA",2,5,"DAF","FACCHINI",0,42039.67,27109.58,46.65,0.409166666666667,7.69805555555556,4,1
"1",28,"0","0","0","0","0","0","0","1",2,27,4,135497,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,38704.39,26578.22,223.89,1.41,8.75805555555556,8,1
"1",28,"0","0","0","0","0","0","0","1",2,23,0,149629,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,88888.88,30088.1,58.24,0.956388888888889,4.14416666666667,6,1
"1",28,"0","0","0","1","0","0","0","1",2,17,0,147293,"1","BTM","OP MINAS","NV FROTA",2,7,"DAF","FACCHINI",0,53487.27,32123.74,155.31,0.660555555555556,18.9777777777778,3,2
"1",28,"0","0","0","0","0","0","0","1",1,18,1,159825,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,88508.25,30263.2,46.65,1.52444444444444,5.48083333333333,3,1
"1",28,"0","0","0","0","0","0","0","1",1,17,2,199236,"1","BTM","OP MINAS","NV FROTA",2,2,"SCANIA","FACCHINI",0,99880.36,28245.3,141.51,1.09638888888889,20.6941666666667,2,3
"1",28,"0","0","0","0","0","0","0","1",2,21,0,137986,"1","MAR","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,90491.21,29913,74.03,0.916111111111111,0.963055555555556,4,3
"0",28,"0","0","0","0","0","0","0","1",1,24,0,89132,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,75308.9,27729.34,58.24,12.3816666666667,0,3,1
"1",28,"0","0","0","0","0","0","0","1",1,15,1,131157,"1","BTM","OP MINAS","NV FROTA",2,5,"DAF","FACCHINI",0,55043.59,32516.78,74.03,2.95805555555556,18.1236111111111,2,3
"0",28,"0","0","0","0","0","0","0","1",1,19,0,139099,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,50931.23,34465.6,74.03,1.32583333333333,17.5244444444444,2,3
